run_id,scenario,window_index,window_start_ts,window_end_ts,ip,role,flow_count,packet_count,byte_count,unique_peer_ip_count,unique_peer_port_count,peer_ip_entropy,peer_port_entropy,syn_flow_count,syn_flow_ratio,mean_flow_duration,mean_packets_per_flow,packet_rate_pps,byte_rate_bps
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.17,src,2,27,888,1,2,-0.0,1.0,1,0.5,0.388625,13.5,2.7,88.8
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.20,src,2,34,1180,1,2,-0.0,1.0,1,0.5,0.360161,17.0,3.4,118.0
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.21,src,2,29,932,1,2,-0.0,1.0,1,0.5,0.263016,14.5,2.9,93.2
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.248,src,2,25,832,1,2,-0.0,1.0,1,0.5,0.316655,12.5,2.5,83.2
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.44,src,1,4,171,1,1,-0.0,-0.0,0,0.0,0.054952,4.0,0.4,17.1
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.50,src,2,30,1080,1,2,-0.0,1.0,1,0.5,0.352333,15.0,3.0,108.0
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.51,src,2,26,860,1,2,-0.0,1.0,1,0.5,0.291081,13.0,2.6,86.0
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.64,src,2,34,1132,1,2,-0.0,1.0,1,0.5,0.409193,17.0,3.4,113.2
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.81,src,1,7,280,1,1,-0.0,-0.0,0,0.0,1.22809,7.0,0.7,28.0
run_001,ddos,0,1726135200.899204,1726135210.899204,10.0.0.96,src,1,3,84,1,1,-0.0,-0.0,0,0.0,0.467394,3.0,0.3,8.4
run_001,ddos,1,1726135210.899204,1726135220.899204,10.0.1.196,dst,1,6,240,1,1,-0.0,-0.0,0,0.0,0.62425,6.0,0.6,24.0
run_001,ddos,1,1726135210.899204,1726135220.899204,10.0.1.239,dst,1,2,56,1,1,-0.0,-0.0,0,0.0,0.211429,2.0,0.2,5.6
run_001,ddos,1,1726135210.899204,1726135220.899204,10.0.0.176,src,1,6,240,1,1,-0.0,-0.0,0,0.0,0.62425,6.0,0.6,24.0
run_001,ddos,1,1726135210.899204,1726135220.899204,10.0.0.30,src,1,2,56,1,1,-0.0,-0.0,0,0.0,0.211429,2.0,0.2,5.6
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.1.136,dst,1,5,200,1,1,-0.0,-0.0,0,0.0,1.048205,5.0,0.5,20.0
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.1.180,dst,1,2,56,1,1,-0.0,-0.0,0,0.0,0.155569,2.0,0.2,5.6
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.1.191,dst,1,5,200,1,1,-0.0,-0.0,0,0.0,1.449367,5.0,0.5,20.0
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.1.98,dst,1,6,240,1,1,-0.0,-0.0,0,0.0,0.948195,6.0,0.6,24.0
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.0.137,src,1,5,200,1,1,-0.0,-0.0,0,0.0,1.048205,5.0,0.5,20.0
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.0.172,src,1,6,240,1,1,-0.0,-0.0,0,0.0,0.948195,6.0,0.6,24.0
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.0.73,src,1,2,56,1,1,-0.0,-0.0,0,0.0,0.155569,2.0,0.2,5.6
run_001,ddos,2,1726135220.899204,1726135230.899204,10.0.0.98,src,1,5,200,1,1,-0.0,-0.0,0,0.0,1.449367,5.0,0.5,20.0
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.1.114,dst,1,2,88,1,1,-0.0,-0.0,0,0.0,0.050526,2.0,0.2,8.8
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.1.118,dst,15,120,16491,15,15,3.906891,3.906891,0,0.0,20.954937,8.0,12.0,1649.1
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.1.13,dst,1,2,56,1,1,-0.0,-0.0,0,0.0,0.278055,2.0,0.2,5.6
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.1.24,dst,1,2,103,1,1,-0.0,-0.0,0,0.0,0.0347,2.0,0.2,10.3
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.1.247,dst,1,5,234,1,1,-0.0,-0.0,0,0.0,0.194625,5.0,0.5,23.4
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.1.8,dst,1,2,83,1,1,-0.0,-0.0,0,0.0,0.057054,2.0,0.2,8.3
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.10,src,1,2,103,1,1,-0.0,-0.0,0,0.0,0.0347,2.0,0.2,10.3
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.117,src,1,8,1097,1,1,-0.0,-0.0,0,0.0,21.201321,8.0,0.8,109.7
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.118,src,1,8,927,1,1,-0.0,-0.0,0,0.0,20.462551,8.0,0.8,92.7
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.131,src,1,8,998,1,1,-0.0,-0.0,0,0.0,20.779008,8.0,0.8,99.8
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.149,src,1,8,1032,1,1,-0.0,-0.0,0,0.0,20.936613,8.0,0.8,103.2
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.170,src,1,8,1210,1,1,-0.0,-0.0,0,0.0,20.445476,8.0,0.8,121.0
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.188,src,1,8,1196,1,1,-0.0,-0.0,0,0.0,20.627843,8.0,0.8,119.6
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.193,src,1,2,83,1,1,-0.0,-0.0,0,0.0,0.057054,2.0,0.2,8.3
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.214,src,1,8,1236,1,1,-0.0,-0.0,0,0.0,21.284415,8.0,0.8,123.6
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.222,src,1,8,921,1,1,-0.0,-0.0,0,0.0,20.932357,8.0,0.8,92.1
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.233,src,1,8,1280,1,1,-0.0,-0.0,0,0.0,20.804126,8.0,0.8,128.0
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.234,src,1,8,1182,1,1,-0.0,-0.0,0,0.0,20.700777,8.0,0.8,118.2
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.31,src,1,8,1159,1,1,-0.0,-0.0,0,0.0,21.640879,8.0,0.8,115.9
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.52,src,1,8,1042,1,1,-0.0,-0.0,0,0.0,21.168019,8.0,0.8,104.2
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.55,src,1,5,234,1,1,-0.0,-0.0,0,0.0,0.194625,5.0,0.5,23.4
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.63,src,1,8,961,1,1,-0.0,-0.0,0,0.0,21.004649,8.0,0.8,96.1
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.72,src,1,2,56,1,1,-0.0,-0.0,0,0.0,0.278055,2.0,0.2,5.6
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.78,src,1,2,88,1,1,-0.0,-0.0,0,0.0,0.050526,2.0,0.2,8.8
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.86,src,1,8,1096,1,1,-0.0,-0.0,0,0.0,21.588802,8.0,0.8,109.6
run_001,c2_beacon,0,1726135200.683438,1726135210.683438,10.0.0.92,src,1,8,1154,1,1,-0.0,-0.0,0,0.0,20.747216,8.0,0.8,115.4
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.1.118,dst,5,40,5557,4,5,1.921928,2.321928,0,0.0,20.805942,8.0,4.0,555.7
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.1.123,dst,1,4,160,1,1,-0.0,-0.0,0,0.0,0.529301,4.0,0.4,16.0
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.1.66,dst,1,6,240,1,1,-0.0,-0.0,0,0.0,1.476807,6.0,0.6,24.0
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.1.70,dst,1,4,184,1,1,-0.0,-0.0,0,0.0,0.125434,4.0,0.4,18.4
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.100,src,1,4,184,1,1,-0.0,-0.0,0,0.0,0.125434,4.0,0.4,18.4
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.171,src,1,8,1143,1,1,-0.0,-0.0,0,0.0,20.946963,8.0,0.8,114.3
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.187,src,1,6,240,1,1,-0.0,-0.0,0,0.0,1.476807,6.0,0.6,24.0
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.206,src,1,8,1074,1,1,-0.0,-0.0,0,0.0,21.017666,8.0,0.8,107.4
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.250,src,1,4,160,1,1,-0.0,-0.0,0,0.0,0.529301,4.0,0.4,16.0
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.30,src,2,16,2231,1,1,-0.0,-0.0,0,0.0,20.724107,8.0,1.6,223.1
run_001,c2_beacon,1,1726135210.683438,1726135220.683438,10.0.0.62,src,1,8,1109,1,1,-0.0,-0.0,0,0.0,20.616867,8.0,0.8,110.9
run_001,c2_beacon,2,1726135220.683438,1726135230.683438,10.0.1.134,dst,1,2,103,1,1,-0.0,-0.0,0,0.0,0.081099,2.0,0.2,10.3
run_001,c2_beacon,2,1726135220.683438,1726135230.683438,10.0.1.54,dst,1,4,160,1,1,-0.0,-0.0,0,0.0,0.768493,4.0,0.4,16.0
run_001,c2_beacon,2,1726135220.683438,1726135230.683438,10.0.0.132,src,1,4,160,1,1,-0.0,-0.0,0,0.0,0.768493,4.0,0.4,16.0
run_001,c2_beacon,2,1726135220.683438,1726135230.683438,10.0.0.26,src,1,2,103,1,1,-0.0,-0.0,0,0.0,0.081099,2.0,0.2,10.3
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.1.148,dst,1,5,200,1,1,-0.0,-0.0,0,0.0,1.464015,5.0,0.5,20.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.1.210,dst,1,7,280,1,1,-0.0,-0.0,0,0.0,1.201601,7.0,0.7,28.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.1.239,dst,1,6,240,1,1,-0.0,-0.0,0,0.0,1.092854,6.0,0.6,24.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.1.36,dst,18,316,34465,18,18,4.169925,4.169925,0,0.0,0.418189,17.555556,31.6,3446.5
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.1.4,dst,1,4,195,1,1,-0.0,-0.0,0,0.0,0.137359,4.0,0.4,19.5
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.1.85,dst,1,3,134,1,1,-0.0,-0.0,0,0.0,0.142665,3.0,0.3,13.4
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.101,src,1,20,2232,1,1,-0.0,-0.0,0,0.0,0.482724,20.0,2.0,223.2
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.103,src,1,13,1394,1,1,-0.0,-0.0,0,0.0,0.309679,13.0,1.3,139.4
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.104,src,1,12,1292,1,1,-0.0,-0.0,0,0.0,0.254627,12.0,1.2,129.2
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.127,src,1,29,3166,1,1,-0.0,-0.0,0,0.0,0.672979,29.0,2.9,316.6
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.16,src,1,12,1380,1,1,-0.0,-0.0,0,0.0,0.315638,12.0,1.2,138.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.165,src,1,10,1084,1,1,-0.0,-0.0,0,0.0,0.228305,10.0,1.0,108.4
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.166,src,1,15,1612,1,1,-0.0,-0.0,0,0.0,0.181053,15.0,1.5,161.2
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.193,src,1,5,200,1,1,-0.0,-0.0,0,0.0,1.464015,5.0,0.5,20.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.197,src,1,11,1144,1,1,-0.0,-0.0,0,0.0,0.304857,11.0,1.1,114.4
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.225,src,1,13,1347,1,1,-0.0,-0.0,0,0.0,0.221125,13.0,1.3,134.7
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.226,src,1,17,1725,1,1,-0.0,-0.0,0,0.0,0.434993,17.0,1.7,172.5
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.230,src,1,28,3047,1,1,-0.0,-0.0,0,0.0,0.677227,28.0,2.8,304.7
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.235,src,1,6,240,1,1,-0.0,-0.0,0,0.0,1.092854,6.0,0.6,24.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.236,src,1,30,3446,1,1,-0.0,-0.0,0,0.0,0.783488,30.0,3.0,344.6
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.243,src,1,12,1355,1,1,-0.0,-0.0,0,0.0,0.276354,12.0,1.2,135.5
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.29,src,1,11,1164,1,1,-0.0,-0.0,0,0.0,0.273629,11.0,1.1,116.4
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.33,src,2,30,2993,2,1,1.0,-0.0,0,0.0,0.348776,15.0,3.0,299.3
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.37,src,1,7,280,1,1,-0.0,-0.0,0,0.0,1.201601,7.0,0.7,28.0
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.66,src,1,18,1899,1,1,-0.0,-0.0,0,0.0,0.473536,18.0,1.8,189.9
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.7,src,1,18,2018,1,1,-0.0,-0.0,0,0.0,0.471275,18.0,1.8,201.8
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.77,src,1,3,134,1,1,-0.0,-0.0,0,0.0,0.142665,3.0,0.3,13.4
run_001,dns_anomaly,0,1726135200.683442,1726135210.683442,10.0.0.95,src,1,21,2362,1,1,-0.0,-0.0,0,0.0,0.605712,21.0,2.1,236.2
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.1.122,dst,1,3,140,1,1,-0.0,-0.0,0,0.0,0.109565,3.0,0.3,14.0
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.1.36,dst,2,51,5120,2,2,1.0,1.0,0,0.0,0.569566,25.5,5.1,512.0
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.1.73,dst,1,4,160,1,1,-0.0,-0.0,0,0.0,0.838941,4.0,0.4,16.0
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.0.104,src,1,21,2113,1,1,-0.0,-0.0,0,0.0,0.482363,21.0,2.1,211.3
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.0.163,src,1,30,3007,1,1,-0.0,-0.0,0,0.0,0.656769,30.0,3.0,300.7
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.0.3,src,1,3,140,1,1,-0.0,-0.0,0,0.0,0.109565,3.0,0.3,14.0
run_001,dns_anomaly,1,1726135210.683442,1726135220.683442,10.0.0.56,src,1,4,160,1,1,-0.0,-0.0,0,0.0,0.838941,4.0,0.4,16.0
run_001,dns_anomaly,2,1726135220.683442,1726135230.683442,10.0.1.21,dst,1,4,160,1,1,-0.0,-0.0,0,0.0,0.759384,4.0,0.4,16.0
run_001,dns_anomaly,2,1726135220.683442,1726135230.683442,10.0.1.60,dst,1,7,280,1,1,-0.0,-0.0,0,0.0,2.5496,7.0,0.7,28.0
run_001,dns_anomaly,2,1726135220.683442,1726135230.683442,10.0.1.78,dst,1,3,134,1,1,-0.0,-0.0,0,0.0,0.079044,3.0,0.3,13.4
run_001,dns_anomaly,2,1726135220.683442,1726135230.683442,10.0.0.169,src,1,3,134,1,1,-0.0,-0.0,0,0.0,0.079044,3.0,0.3,13.4
run_001,dns_anomaly,2,1726135220.683442,1726135230.683442,10.0.0.248,src,1,4,160,1,1,-0.0,-0.0,0,0.0,0.759384,4.0,0.4,16.0
run_001,dns_anomaly,2,1726135220.683442,1726135230.683442,10.0.0.87,src,1,7,280,1,1,-0.0,-0.0,0,0.0,2.5496,7.0,0.7,28.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.1.157,dst,1,4,160,1,1,-0.0,-0.0,0,0.0,1.014114,4.0,0.4,16.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.1.192,dst,1,5,200,1,1,-0.0,-0.0,0,0.0,1.181678,5.0,0.5,20.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.1.5,dst,1,4,174,1,1,-0.0,-0.0,0,0.0,0.120221,4.0,0.4,17.4
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.1.91,dst,15,32,1280,15,15,3.906891,3.906891,15,1.0,0.135331,2.133333,3.2,128.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.126,src,1,1,40,1,1,-0.0,-0.0,1,1.0,0.0,1.0,0.1,4.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.133,src,1,3,120,1,1,-0.0,-0.0,1,1.0,0.172723,3.0,0.3,12.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.134,src,1,5,200,1,1,-0.0,-0.0,0,0.0,1.181678,5.0,0.5,20.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.142,src,1,3,120,1,1,-0.0,-0.0,1,1.0,0.233024,3.0,0.3,12.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.146,src,1,1,40,1,1,-0.0,-0.0,1,1.0,0.0,1.0,0.1,4.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.204,src,1,1,40,1,1,-0.0,-0.0,1,1.0,0.0,1.0,0.1,4.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.224,src,1,1,40,1,1,-0.0,-0.0,1,1.0,0.0,1.0,0.1,4.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.241,src,1,3,120,1,1,-0.0,-0.0,1,1.0,0.312493,3.0,0.3,12.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.26,src,1,1,40,1,1,-0.0,-0.0,1,1.0,0.0,1.0,0.1,4.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.33,src,1,4,160,1,1,-0.0,-0.0,0,0.0,1.014114,4.0,0.4,16.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.55,src,1,3,120,1,1,-0.0,-0.0,1,1.0,0.348093,3.0,0.3,12.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.59,src,1,2,80,1,1,-0.0,-0.0,1,1.0,0.06746,2.0,0.2,8.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.63,src,1,2,80,1,1,-0.0,-0.0,1,1.0,0.178341,2.0,0.2,8.0
run_001,port_scan,0,1726135200.361655,1726135210.361655,10.0.0.72,src,1,3,120,1,1,-0.0,-0.0,1,1.0,0.224406,3.0,0.3,12.0
